,date,city_code,PM2.5,BC,OM,SO4,NO3,NH4,cl
4965,2015/9/20,1002,59.5472,3.659745,25.03363,13.68801,14.78222,9.049879,2.383595
4970,2015/9/21,1002,64.31226,3.659798,29.96343,13.95817,14.12432,8.720179,2.606537
4975,2015/9/22,1002,35.02765,2.46009,11.96804,9.535863,9.840275,5.715165,1.223379
4980,2015/9/23,1002,28.69885,2.044523,11.18908,7.635995,6.9533,4.787928,0.8759562
4985,2015/9/24,1002,28.08435,1.991915,11.35325,7.034949,6.915095,4.519117,0.7891391
4990,2015/9/25,1002,33.75196,2.301287,11.50303,10.3096,8.362064,5.475171,1.275981
4995,2015/9/26,1002,46.95037,2.820151,17.60886,11.98244,11.75427,7.731702,2.784649
5000,2015/9/27,1002,32.04815,2.068724,13.86102,7.861629,7.080976,4.556604,1.175799
5005,2015/9/28,1002,27.62112,1.865597,12.14518,6.671576,5.89456,4.083166,1.044209
5010,2015/9/29,1002,17.95292,1.201004,5.894785,5.687939,4.40323,2.87429,0.7659618
5015,2015/9/30,1002,26.25174,1.97703,8.018412,6.837008,8.427616,4.919913,0.9916741
5020,2015/10/1,1002,22.60824,1.64979,7.800264,6.681537,5.529167,4.124198,0.9474818
5025,2015/10/2,1002,36.22692,2.562807,14.73574,8.786312,8.75871,5.661974,1.383348
5030,2015/10/3,1002,62.87086,3.978631,29.9599,10.76678,15.5492,7.841842,2.616349
5035,2015/10/4,1002,53.85295,3.175642,23.44489,10.53095,14.36613,8.394391,2.335342
5040,2015/10/5,1002,37.55791,2.447678,14.39259,8.368959,10.81895,6.224074,1.529736
5045,2015/10/6,1002,32.39529,2.264234,12.02781,7.856281,9.130448,5.242462,1.11652
5050,2015/10/7,1002,22.47855,1.627044,7.380606,5.747454,6.725552,4.192734,0.997894
5055,2015/10/8,1002,21.44686,1.665673,6.000823,6.116851,6.805928,3.571439,0.8575855
5060,2015/10/9,1002,49.80104,2.811548,21.82071,10.27357,12.90418,7.559846,1.991029
5065,2015/10/10,1002,46.67908,2.735603,21.32216,9.157013,11.55757,6.91438,1.906736
5070,2015/10/11,1002,41.31293,2.849647,17.9647,8.26249,10.68808,5.977919,1.548012
5075,2015/10/12,1002,60.24007,3.543351,28.65815,10.9702,14.59687,6.538146,2.4715
5080,2015/10/13,1002,75.48402,4.565255,34.19657,14.49411,19.14578,9.219459,3.082305
5085,2015/10/14,1002,113.8149,5.506489,52.1928,19.2707,32.48016,14.43509,4.364753
5090,2015/10/15,1002,99.49436,5.600104,44.63398,19.43559,26.51849,12.80413,3.306197
5095,2015/10/16,1002,131.2341,6.225053,63.31406,23.19522,35.35742,17.87669,3.142344
5100,2015/10/17,1002,69.20937,4.338822,32.361,13.15681,16.56009,9.366323,2.79265
5105,2015/10/18,1002,54.04543,3.209966,24.42127,10.72456,13.79359,8.466719,1.896046
5110,2015/10/19,1002,52.75463,3.188724,23.70346,10.55369,13.47952,7.984049,1.829234
5115,2015/10/20,1002,55.65816,3.202605,25.8826,11.19931,13.41621,8.047821,1.957434
5120,2015/10/21,1002,52.86111,3.094013,23.81308,11.29386,12.79917,7.535409,1.86099
5125,2015/10/22,1002,80.29414,4.198917,36.67096,18.51597,18.23641,10.35812,2.671887
5130,2015/10/23,1002,81.42277,4.501405,37.79611,17.22567,19.15298,11.05333,2.746607
5135,2015/10/24,1002,70.07067,3.863946,34.10064,12.40002,17.62492,8.795645,2.081141
5140,2015/10/25,1002,65.21789,3.497571,33.09981,12.40836,14.09224,8.09546,2.119907
5145,2015/10/26,1002,52.11828,2.963553,22.64387,10.95566,13.77362,8.161708,1.781573
5150,2015/10/27,1002,49.66001,2.462266,23.42876,9.814876,11.74443,6.835656,2.209683
5155,2015/10/28,1002,57.29002,3.678452,26.45546,9.10606,15.54545,7.302347,2.504599
5160,2015/10/29,1002,78.2265,4.346795,40.8226,11.13757,18.98406,9.112072,2.935471
5165,2015/10/30,1002,42.70261,2.258525,20.80662,7.181949,10.64849,6.774117,1.80703
5170,2015/10/31,1002,26.83096,1.726882,9.894584,5.719663,8.495653,4.640092,0.9941783
5175,2015/11/1,1002,48.07185,2.948645,20.16493,10.03631,13.05176,6.866828,1.870205
5180,2015/11/2,1002,83.45665,4.57035,43.35555,12.96405,18.95204,10.11375,3.614661
5185,2015/11/3,1002,93.03822,4.730314,51.43906,11.46075,20.76779,11.09062,4.640308
5190,2015/11/4,1002,54.95665,3.54461,26.67874,8.817908,13.87166,8.668284,2.043735
5195,2015/11/5,1002,56.69675,3.705802,26.83292,9.347804,14.64054,9.200606,2.16968
5200,2015/11/6,1002,40.09896,2.856694,15.67305,8.851865,10.99435,6.872229,1.723001
5205,2015/11/7,1002,27.06318,2.083637,8.085297,6.768539,8.888999,5.163166,1.236708
5210,2015/11/8,1002,53.18177,2.689666,22.79619,10.00561,15.42903,8.59645,2.261273
5215,2015/11/9,1002,57.69467,2.791767,27.85914,10.28805,14.1707,8.257554,2.585011
5220,2015/11/10,1002,50.18948,2.552611,26.10044,7.39323,12.13612,6.823816,2.007084
5225,2015/11/11,1002,39.97762,2.226307,19.03291,7.180263,9.900936,6.056211,1.637204
5230,2015/11/12,1002,45.40311,2.789002,21.44468,7.823889,11.59404,6.450976,1.751503
5235,2015/11/13,1002,35.01638,2.392311,10.80417,9.14399,11.44715,6.073654,1.228758
5240,2015/11/14,1002,99.84798,5.079862,51.41339,15.01538,24.73869,12.78515,3.600659
5245,2015/11/15,1002,98.19908,5.157891,49.1075,14.68084,25.87756,12.82564,3.375292
5250,2015/11/16,1002,57.97731,3.546977,26.64692,10.26153,15.27153,8.689007,2.250356
5255,2015/11/17,1002,44.51559,2.393502,21.3758,7.567067,10.6114,6.687218,2.567818
5260,2015/11/18,1002,34.84021,2.011223,13.40866,7.768715,10.32503,5.722036,1.326582
5265,2015/11/19,1002,42.52888,2.611439,18.49987,8.104874,11.77857,6.847541,1.534122
5270,2015/11/20,1002,49.92081,2.92562,25.83362,7.128085,12.25916,7.160154,1.77433
5275,2015/11/21,1002,47.65429,2.93187,21.06287,8.56583,12.79207,7.002347,2.301654
5280,2015/11/22,1002,33.31127,2.353085,12.4495,6.981991,10.31491,5.597616,1.211786
5285,2015/11/23,1002,25.22692,1.658309,7.563508,6.793272,8.129644,4.842207,1.082187
5290,2015/11/24,1002,15.40611,0.9382641,4.336189,4.75671,4.42371,3.047846,0.9512367
5295,2015/11/25,1002,35.6578,1.773082,11.67727,9.317807,11.13896,6.519621,1.750679
5300,2015/11/26,1002,49.49167,2.301324,24.88623,7.802364,12.11365,6.81528,2.388104
5305,2015/11/27,1002,39.77302,2.72111,16.98193,6.440841,11.58108,6.512187,2.048057
5310,2015/11/28,1002,75.92572,4.704032,39.07704,10.2055,18.82958,9.701026,3.109568
5315,2015/11/29,1002,89.71744,5.339714,43.23054,12.75205,25.29145,12.42969,3.10369
5320,2015/11/30,1002,116.302,6.273665,50.90812,18.24727,37.29196,17.33666,3.580984
5325,2015/12/1,1002,92.51399,5.227978,42.759,14.72522,25.87224,12.25453,3.929548
5330,2015/12/2,1002,63.23051,3.194097,31.01501,9.820045,16.55616,8.909523,2.645202
5335,2015/12/3,1002,46.86756,2.557714,22.34578,7.056646,12.44664,5.834857,2.46078
5340,2015/12/4,1002,41.92378,3.244181,18.44951,6.40023,11.50547,6.075048,2.324394
5345,2015/12/5,1002,95.62493,5.662456,45.50889,13.84807,26.28515,12.1554,4.320362
5350,2015/12/6,1002,83.78822,4.725224,41.36496,13.25278,21.98658,10.9547,2.458671
5355,2015/12/7,1002,103.1104,5.778354,51.79107,12.34172,29.40815,13.65103,3.79111
5360,2015/12/8,1002,56.92608,3.401394,29.33457,8.637383,13.26456,8.42058,2.288169
5365,2015/12/9,1002,60.32903,3.811963,27.38405,10.69035,15.43869,9.687181,3.003976
5370,2015/12/10,1002,87.89344,4.768881,41.49528,15.14858,22.74066,12.00605,3.740036
5375,2015/12/11,1002,106.741,5.012524,58.70063,16.80213,23.25768,13.22492,2.968031
5380,2015/12/12,1002,45.71441,3.016472,19.49586,9.372552,11.91714,6.778121,1.912386
5385,2015/12/13,1002,81.4827,4.685597,42.71006,11.2632,19.93813,9.880171,2.885715
5390,2015/12/14,1002,165.1759,7.030681,86.38853,24.29166,43.76514,16.07248,3.699888
5395,2015/12/15,1002,165.6761,6.939187,99.31124,16.4685,39.13538,14.82429,3.821792
5400,2015/12/16,1002,44.07072,2.32922,22.3443,6.715735,10.06201,5.318831,2.619453
5405,2015/12/17,1002,37.47361,2.629271,14.52204,6.741113,11.03857,5.800342,2.542616
5410,2015/12/18,1002,70.55959,5.004593,33.51523,10.85423,17.53737,8.449259,3.648163
5415,2015/12/19,1002,76.23477,4.67661,42.62019,9.86966,16.44755,8.943099,2.620763
5420,2015/12/20,1002,104.2172,6.164994,37.97467,18.8395,36.2925,15.86219,4.945533
5425,2015/12/21,1002,145.9389,6.914893,69.07318,23.53091,41.02565,19.12856,5.394271
5430,2015/12/22,1002,147.2226,6.85535,75.10568,21.63111,39.18993,19.20364,4.44053
5435,2015/12/23,1002,128.0998,6.194355,64.07596,19.52482,34.13115,16.43222,4.173511
5440,2015/12/24,1002,81.55752,4.581884,38.16383,15.75621,19.53697,10.2103,3.518623
5445,2015/12/25,1002,149.2979,6.595757,74.75095,23.91157,40.33631,17.0839,3.703312
5450,2015/12/26,1002,96.15365,5.585283,52.32363,13.14317,22.11131,12.08956,2.990252
5455,2015/12/27,1002,69.47005,3.478704,40.74532,9.44933,13.19552,8.588811,2.601172
5460,2015/12/28,1002,41.04005,2.582712,15.03098,9.923028,11.42548,6.610134,2.077846
5465,2015/12/29,1002,88.43559,4.981556,44.16936,14.26967,21.83494,10.99266,3.180059
5470,2015/12/30,1002,125.1514,6.446037,62.96469,18.39121,33.22363,16.94122,4.125836
5475,2015/12/31,1002,148.7797,6.530939,81.42058,19.60417,36.88544,17.79836,4.33857
5480,2016/1/1,1002,101.6182,5.541001,50.05468,15.81142,25.09535,13.8973,5.115749
5485,2016/1/2,1002,117.8685,6.846551,65.54607,16.64797,23.72586,13.65338,5.102044
5490,2016/1/3,1002,106.5146,6.753099,48.73427,17.32856,28.80385,14.71431,4.894823
5495,2016/1/4,1002,145.9796,7.12,77.63808,22.50836,30.94596,16.7074,7.767198
5500,2016/1/5,1002,31.21349,1.562022,12.80524,7.062798,7.854543,5.823054,1.928887
5505,2016/1/6,1002,55.17157,3.006321,26.45608,9.55613,13.92504,8.745676,2.227998
5510,2016/1/7,1002,84.18822,4.270928,46.18763,11.20557,19.46412,11.38446,3.059975
5515,2016/1/8,1002,81.01178,4.559318,38.64282,13.46004,21.51058,10.34881,2.839018
5520,2016/1/9,1002,126.5272,6.15638,66.70305,18.8457,29.55574,15.70887,5.266326
5525,2016/1/10,1002,131.5216,6.504568,63.59306,24.3205,30.59105,17.71359,6.512423
5530,2016/1/11,1002,73.77078,3.763172,39.68267,11.8901,15.91386,8.815185,2.520981
5535,2016/1/12,1002,47.85906,2.439091,16.66765,12.07987,14.53514,8.019352,2.137311
5540,2016/1/13,1002,97.42199,5.033864,44.46493,18.72925,25.53115,13.63988,3.662793
5545,2016/1/14,1002,110.4487,5.69945,56.58356,18.23824,25.88912,14.21278,4.038331
5550,2016/1/15,1002,100.4515,5.470785,51.87513,15.42389,23.26016,12.36906,4.421534
5555,2016/1/16,1002,112.7304,5.742667,50.93524,20.3301,28.91726,13.44176,6.805129
5560,2016/1/17,1002,101.4217,5.066276,48.48873,16.78401,26.74939,13.05173,4.333292
5565,2016/1/18,1002,120.2283,5.431155,64.58405,20.55184,26.1087,13.64627,3.552557
5570,2016/1/19,1002,90.34874,4.508404,45.59747,13.90813,23.15622,10.41788,3.178516
5575,2016/1/20,1002,51.02762,2.453326,24.83478,7.833971,12.99033,8.000148,2.915213
5580,2016/1/21,1002,37.6205,1.818878,14.85995,8.319798,10.45424,6.56387,2.167639
5585,2016/1/22,1002,68.1373,3.032614,37.69386,10.23674,14.65783,8.909293,2.516256
5590,2016/1/23,1002,43.16282,2.052356,16.76696,8.555146,13.16572,6.538343,2.622636
5595,2016/1/24,1002,24.48979,1.381475,7.667667,5.861722,6.910191,4.212843,2.668735
5600,2016/1/25,1002,31.7523,1.934624,11.83207,5.81436,9.321503,5.754304,2.849742
5605,2016/1/26,1002,49.09167,3.206082,22.79391,7.325477,12.89415,7.390676,2.87205
5610,2016/1/27,1002,78.29641,4.76567,38.00156,11.29258,20.1764,10.10152,4.060196
5615,2016/1/28,1002,52.16102,3.05703,25.23348,9.761259,11.67068,8.366632,2.438567
5620,2016/1/29,1002,37.63772,1.804448,15.7963,7.921248,9.956464,6.713584,2.159265
5625,2016/1/30,1002,52.74994,2.559478,25.72913,9.434209,12.72766,8.50104,2.299459
5630,2016/1/31,1002,56.6009,2.691716,28.67898,8.824694,14.18388,9.28922,2.221626
5635,2016/2/1,1002,70.66837,3.441158,38.36569,10.63075,15.96181,9.096772,2.268962
5640,2016/2/2,1002,107.7802,5.320188,57.40841,16.55098,24.06888,11.56201,4.431739
5645,2016/2/3,1002,115.9342,5.817437,61.88365,15.82257,27.45015,14.11758,4.96039
5650,2016/2/4,1002,98.09661,5.325134,47.1477,15.08032,25.94576,12.26702,4.597695
5655,2016/2/5,1002,125.1839,5.758794,74.1636,16.09086,24.80373,13.51964,4.366918
5660,2016/2/6,1002,65.38245,3.423371,35.9227,9.557866,13.80439,7.074377,2.674125
5665,2016/2/7,1002,68.03615,3.507246,36.70814,10.24402,14.56623,8.493152,3.010516
5670,2016/2/8,1002,124.5348,5.912557,71.60855,17.19852,23.77675,13.39542,6.038421
5675,2016/2/9,1002,87.27479,4.856231,47.27593,11.1557,20.51886,10.5364,3.468065
5680,2016/2/10,1002,70.86237,4.043424,37.7576,9.6147,16.85625,9.583508,2.590398
5685,2016/2/11,1002,52.61391,3.537984,24.6902,9.746663,12.37318,8.723306,2.265878
5690,2016/2/12,1002,91.26041,5.227384,42.97261,15.27989,24.20683,11.87241,3.573696
5695,2016/2/13,1002,59.2859,2.941896,29.75927,9.04074,15.55603,9.681329,1.987964
5700,2016/2/14,1002,21.55398,1.189139,7.335094,5.351584,6.46422,3.833068,1.213943
5705,2016/2/15,1002,21.51814,1.338284,7.671398,4.800892,6.300959,3.84763,1.406607
5710,2016/2/16,1002,32.39139,1.944978,13.66836,5.75696,9.401508,5.259518,1.619582
5715,2016/2/17,1002,46.74686,2.749363,22.87066,7.018012,12.00692,6.688982,2.101904
5720,2016/2/18,1002,57.35942,3.291542,27.57813,8.662832,15.34757,8.059332,2.479349
5725,2016/2/19,1002,97.00477,4.841175,55.31259,10.68863,21.91046,11.0224,4.25191
5730,2016/2/20,1002,73.89565,3.522327,44.74539,8.986452,13.51719,6.907956,3.124288
5735,2016/2/21,1002,62.97978,3.159504,31.00445,9.463483,16.27052,9.918,3.08182
5740,2016/2/22,1002,53.47583,2.767566,25.92749,9.795673,12.53677,8.571977,2.448329
5745,2016/2/23,1002,105.5934,4.203587,61.47697,15.63452,19.06902,12.01749,5.209307
5750,2016/2/24,1002,68.94986,3.201694,36.25365,10.14119,16.84532,9.372252,2.508003
5755,2016/2/25,1002,59.92731,3.191138,28.16783,9.100535,16.88519,9.113289,2.582614
5760,2016/2/26,1002,79.80993,3.834731,44.87698,11.46435,17.00677,9.527869,2.6271
5765,2016/2/27,1002,50.17908,2.856441,21.73475,8.883892,14.96919,7.675336,1.734812
5770,2016/2/28,1002,84.13657,3.708738,42.57524,14.67436,20.1028,10.63545,3.075437
5775,2016/2/29,1002,71.92863,3.393149,39.3185,10.11984,16.29575,8.686178,2.801391
5780,2016/3/1,1002,53.46052,2.857804,24.82749,9.725319,13.46731,9.06846,2.582594
5785,2016/3/2,1002,108.273,5.267229,59.26969,14.75476,23.4892,12.62272,5.492117
5790,2016/3/3,1002,149.4948,7.116178,77.25312,21.40939,37.60519,19.5162,6.110925
5795,2016/3/4,1002,134.5901,6.577684,71.48033,20.56707,31.30559,16.44025,4.659428
5800,2016/3/5,1002,103.329,4.820976,53.63509,18.67617,22.54324,12.77879,3.653528
5805,2016/3/6,1002,101.5259,4.617566,50.83105,17.37368,22.97515,12.72012,5.728458
5810,2016/3/7,1002,115.791,5.176974,63.16572,18.30022,24.37553,13.92032,4.772552
5815,2016/3/8,1002,26.06831,1.328491,7.633376,6.692383,8.392885,5.332412,2.021175
5820,2016/3/9,1002,17.49005,1.004644,4.177877,5.089419,5.985331,3.469689,1.232779
5825,2016/3/10,1002,27.77126,1.396147,10.58638,5.584324,8.630964,4.748421,1.573449
5830,2016/3/11,1002,67.2412,3.24249,31.73747,10.20288,19.16013,8.745146,2.898225
5835,2016/3/12,1002,75.5242,3.575457,37.21358,10.49931,21.7682,10.73453,2.467653
5840,2016/3/13,1002,94.36332,4.180521,49.47792,13.9539,22.39865,11.89621,4.352327
5845,2016/3/14,1002,76.37187,3.408152,35.9426,13.98656,20.54387,9.403648,2.490687
5850,2016/3/15,1002,67.16298,3.309391,35.36852,9.82286,16.77402,9.045959,1.888188
5855,2016/3/16,1002,62.29375,3.394871,30.57248,10.08565,16.51386,10.82716,1.726887
5860,2016/3/17,1002,66.64058,3.842933,34.04142,10.90208,15.30616,9.553208,2.547992
5865,2016/3/18,1002,103.9188,5.620942,49.92849,16.66274,27.61135,13.15757,4.095278
5870,2016/3/19,1002,90.27159,4.218261,46.30872,15.06561,20.65151,11.18019,4.027487
5875,2016/3/20,1002,60.58191,3.106467,31.36724,10.45011,13.92256,8.787583,1.73553
5880,2016/3/21,1002,48.95637,2.730294,21.61161,9.10947,13.82308,9.984391,1.681921
5885,2016/3/22,1002,53.86503,2.913135,25.71602,9.356685,13.7701,9.327818,2.109094
5890,2016/3/23,1002,34.56481,1.712339,13.49897,6.957025,10.9529,6.478744,1.443575
5895,2016/3/24,1002,18.88441,1.16207,5.609562,4.714338,6.314436,3.61717,1.084004
5900,2016/3/25,1002,37.82995,2.019849,17.46129,5.663539,10.88548,5.928247,1.799795
5905,2016/3/26,1002,50.78904,2.55982,24.06782,7.987406,14.22961,7.506769,1.94438
5910,2016/3/27,1002,65.38629,3.095841,37.24644,9.656234,13.84925,7.814691,1.538522
5915,2016/3/28,1002,53.60639,2.991848,28.1275,7.484363,13.46201,7.200847,1.54067
5920,2016/3/29,1002,60.27067,3.444004,31.28836,9.348945,14.56282,7.487891,1.626545
5925,2016/3/30,1002,53.86733,3.10302,25.43988,9.415033,14.29506,9.121915,1.614338
5930,2016/3/31,1002,58.7682,3.365802,28.74616,10.2495,14.41169,9.698912,1.995053
5935,2016/4/1,1002,57.20152,3.209091,25.94585,11.62928,14.88094,10.68951,1.53636
5940,2016/4/2,1002,71.82375,4.260437,33.55505,13.53918,17.62799,10.11497,2.841096
5945,2016/4/3,1002,29.63489,1.707717,9.829759,7.408606,9.265331,6.167655,1.423477
5950,2016/4/4,1002,26.12614,1.594419,9.278235,6.021018,8.280171,5.392636,0.9522967
5955,2016/4/5,1002,38.14209,2.148903,15.04351,8.563427,10.97631,7.076786,1.409944
5960,2016/4/6,1002,26.30982,1.818488,8.724495,6.833772,7.811211,5.320098,1.121854
5965,2016/4/7,1002,30.65836,1.955031,8.968711,8.75256,9.952047,6.523578,1.030011
5970,2016/4/8,1002,55.81767,3.149417,24.55628,11.73612,14.81168,10.57198,1.564176
5975,2016/4/9,1002,44.0666,2.810606,17.09322,10.096,12.38852,9.021918,1.678256
5980,2016/4/10,1002,66.43651,3.706954,30.6044,14.59605,15.25062,10.36286,2.278491
5985,2016/4/11,1002,54.45,3.112874,26.93588,10.71043,12.38178,9.598101,1.309033
5990,2016/4/12,1002,41.73256,2.462224,13.30108,11.21766,13.30112,8.5883,1.450479
5995,2016/4/13,1002,67.8804,3.691896,25.02001,16.69384,20.83135,10.85124,1.643301
6000,2016/4/14,1002,83.33508,4.042513,42.22828,17.07739,17.95259,10.41572,2.03431
6005,2016/4/15,1002,60.62258,3.123009,36.83927,9.317156,10.04014,6.478822,1.303006
6010,2016/4/16,1002,27.48589,1.73256,8.172472,8.111691,8.623836,6.011085,0.8453309
6015,2016/4/17,1002,30.22493,1.76661,11.93219,6.500179,9.081688,5.780547,0.9442597
6020,2016/4/18,1002,26.21722,1.646464,9.944411,6.471657,7.246242,5.503079,0.9084464
6025,2016/4/19,1002,34.99585,2.012378,15.28703,8.902459,7.844366,5.883738,0.9496158
6030,2016/4/20,1002,26.39515,1.944585,8.108757,6.918645,8.236023,5.447731,1.18714
6035,2016/4/21,1002,46.14894,2.494748,21.69663,9.615676,10.93366,7.5974,1.408228
6040,2016/4/22,1002,52.49955,3.037953,23.49409,11.42759,13.18328,9.397406,1.356632
6045,2016/4/23,1002,46.28362,2.329215,21.15796,9.818965,11.3165,7.960667,1.660976
6050,2016/4/24,1002,44.32715,2.301565,18.72635,10.06954,11.88882,7.701604,1.340872
6055,2016/4/25,1002,46.63284,2.453242,20.05525,10.42835,12.40618,9.303441,1.289815
6060,2016/4/26,1002,31.97454,1.90122,11.97242,8.24092,8.606119,5.829644,1.253859
6065,2016/4/27,1002,35.34049,1.858665,12.21536,9.660505,10.53586,6.479506,1.070101
6070,2016/4/28,1002,38.74291,2.133365,17.38339,9.313564,8.864576,6.012507,1.04802
6075,2016/4/29,1002,60.18455,3.179013,33.81151,10.40696,11.37311,7.370207,1.41396
6080,2016/4/30,1002,55.99913,3.095808,31.31558,10.41174,9.750477,7.45846,1.425527
6085,2016/5/1,1002,51.15833,2.913528,26.2591,11.38843,9.606363,8.02786,0.9909086
6090,2016/5/2,1002,36.54181,2.422456,16.14527,8.009773,8.705154,6.150578,1.259153
6095,2016/5/3,1002,22.20715,1.355062,9.672465,5.690392,4.56141,3.108385,0.9278211
6100,2016/5/4,1002,38.33763,2.420283,18.27662,9.284658,7.373962,6.102594,0.982106
6105,2016/5/5,1002,41.35707,2.629089,18.04363,8.247414,11.1827,6.726912,1.254237
6110,2016/5/6,1002,57.31845,3.074363,25.76406,12.35296,14.73729,8.167442,1.389776
6115,2016/5/7,1002,74.07661,3.338867,44.63018,10.5562,13.79417,7.45604,1.75719
6120,2016/5/8,1002,32.11343,1.767392,9.892926,9.639245,9.627835,6.113441,1.186032
6125,2016/5/9,1002,50.90149,2.93267,25.57238,8.77816,11.81764,7.460664,1.800642
6130,2016/5/10,1002,26.2198,1.540861,5.56609,9.354338,8.731565,5.802751,1.026946
6135,2016/5/11,1002,47.83904,2.730841,20.75957,11.06259,12.35219,7.830824,0.9338502
6140,2016/5/12,1002,50.31284,2.999052,26.64991,10.36149,9.355995,8.160384,0.9463909
6145,2016/5/13,1002,33.51526,1.702942,11.86491,10.1656,8.650434,5.944938,1.131374
6150,2016/5/14,1002,45.35278,2.504431,17.74258,12.31639,11.55552,8.156862,1.233861
6155,2016/5/15,1002,27.22667,1.685118,6.84524,8.092072,9.525129,6.162616,1.079111
6160,2016/5/16,1002,33.18901,1.964818,15.53518,7.38719,7.567193,4.756116,0.7346326
6165,2016/5/17,1002,40.72908,2.341363,21.19025,7.910549,8.28242,6.339739,1.004498
6170,2016/5/18,1002,30.61141,1.915367,13.86089,7.415631,6.676537,4.739459,0.7429865
6175,2016/5/19,1002,53.3668,2.733533,28.58184,10.40006,10.46057,7.481901,1.190799
6180,2016/5/20,1002,29.06784,1.545457,9.971996,7.627347,8.824588,6.127849,1.098452
6185,2016/5/21,1002,17.93489,1.113898,3.516547,6.319122,6.131764,4.163889,0.8535586
6190,2016/5/22,1002,18.93104,1.258051,3.89454,5.895261,7.063912,4.152123,0.8192765
6195,2016/5/23,1002,31.14406,1.930589,7.476948,11.02958,9.791797,5.965258,0.9151458
6200,2016/5/24,1002,53.58828,2.918172,24.36652,11.8008,13.35478,8.141335,1.148006
6205,2016/5/25,1002,57.36837,3.16982,25.56106,13.47135,13.85942,9.234346,1.306722
6210,2016/5/26,1002,56.25101,3.156427,25.82532,11.48109,14.0947,8.716904,1.693474
6215,2016/5/27,1002,36.86542,2.171469,13.18376,9.798337,10.47149,5.77159,1.240359
6220,2016/5/28,1002,37.36921,2.382445,14.0154,8.944826,10.8744,6.257577,1.152137
6225,2016/5/29,1002,37.94809,2.226755,13.07327,10.97947,10.56741,6.469509,1.101186
6230,2016/5/30,1002,51.75042,2.872487,20.41839,12.65981,14.43704,8.902451,1.362689
6235,2016/5/31,1002,58.45581,3.232787,30.04858,11.20994,12.30663,8.772885,1.657874
6240,2016/6/1,1002,30.57165,1.806646,8.550509,9.579501,9.213519,5.73869,1.421475
6245,2016/6/2,1002,39.79964,2.248514,14.66145,10.35611,11.30827,6.976424,1.2253
6250,2016/6/3,1002,27.14854,1.639083,6.586505,7.972386,9.697319,6.382285,1.253247
6255,2016/6/4,1002,19.61153,1.373797,3.349921,6.476786,7.525073,4.381026,0.8859534
6260,2016/6/5,1002,36.45025,2.201385,11.58072,11.40076,10.29147,6.359215,0.9759198
6265,2016/6/6,1002,46.14658,2.590457,18.08142,12.08878,12.11586,8.065244,1.270062
6270,2016/6/7,1002,52.379,2.798561,21.46693,12.87373,13.74565,8.370353,1.494128
6275,2016/6/8,1002,44.27457,2.51067,20.50984,8.792291,11.13297,6.728082,1.328803
6280,2016/6/9,1002,42.43704,2.290695,15.02297,12.43365,11.46459,7.233242,1.22514
6285,2016/6/10,1002,44.42151,2.604013,16.49838,13.07153,10.9936,7.91274,1.253985
6290,2016/6/11,1002,54.17917,3.091997,24.30131,13.25661,12.1882,8.66604,1.341054
6295,2016/6/12,1002,34.18592,2.091469,11.95789,9.594616,9.4886,5.655106,1.053343
6300,2016/6/13,1002,36.02406,2.248789,13.99514,11.08073,7.921797,5.889902,0.7776023
6305,2016/6/14,1002,38.97695,2.380642,16.72428,11.0374,8.020852,5.906141,0.8137773
6310,2016/6/15,1002,40.09302,2.433351,14.58056,11.69664,10.19852,6.54675,1.183948
6315,2016/6/16,1002,47.04206,2.576136,22.94596,11.37666,9.208685,6.982117,0.9346186
6320,2016/6/17,1002,41.93676,2.430373,20.35677,9.791186,8.548337,6.773539,0.8100925
6325,2016/6/18,1002,31.62106,2.060993,13.78185,8.892611,6.220132,4.508533,0.6654739
6330,2016/6/19,1002,24.62333,1.848508,6.559982,7.58855,7.981293,4.712779,0.6449972
6335,2016/6/20,1002,16.14781,1.594285,2.968393,5.306478,5.698413,3.43574,0.5802412
6340,2016/6/21,1002,25.23724,2.104826,7.122689,7.105112,8.094397,4.638051,0.8102159
6345,2016/6/22,1002,28.20373,1.982456,9.590105,8.125025,7.647145,5.004232,0.8589989
6350,2016/6/23,1002,34.03253,2.370446,15.41168,9.887869,5.550129,5.234739,0.8124032
6355,2016/6/24,1002,25.85109,1.687027,7.275746,8.472445,7.652207,4.892829,0.7636652
6360,2016/6/25,1002,22.86071,1.754487,5.332483,6.85924,8.085981,4.659913,0.8285193
6365,2016/6/26,1002,25.28469,1.83846,7.325255,8.220045,7.203143,4.679218,0.6977874
6370,2016/6/27,1002,21.35488,1.779854,5.089724,6.079147,7.659944,4.076783,0.7462114
6375,2016/6/28,1002,29.69204,2.24892,9.701788,7.530519,9.199854,5.560163,1.010959
6380,2016/6/29,1002,22.16186,1.765838,5.041172,6.496037,8.17595,4.351825,0.6828631
6385,2016/6/30,1002,19.71108,1.676119,7.31846,5.815163,4.359372,3.26638,0.5419658
6390,2016/7/1,1002,11.1486,1.358915,0.9602823,3.894389,4.430625,2.714958,0.5043887
6395,2016/7/2,1002,13.79579,1.621161,1.532462,4.269955,5.782762,3.243096,0.5894504
6400,2016/7/3,1002,13.78144,1.467465,1.50306,4.586652,5.664689,3.051475,0.5595737
6405,2016/7/4,1002,16.1954,1.623839,3.016138,5.296455,5.664997,3.363578,0.5939708
6410,2016/7/5,1002,20.58082,1.998833,3.824665,6.33643,7.690979,4.187995,0.7299131
